Run,Time_ms
1,144.670012000
2,142.325431000
3,149.199782000
4,146.417658000
5,145.887536000
6,145.681897000
7,144.980885000
8,145.176432000
9,141.010576000
10,154.996188000
11,141.006859000
12,154.371826000
13,138.161772000
14,137.414615000
15,140.871839000
16,143.396918000
17,137.663345000
18,146.899303000
19,137.969812000
20,147.351329000
21,139.467335000
22,141.177307000
23,138.721948000
24,137.670456000
25,148.500163000
26,139.653129000
27,138.224201000
28,138.941997000
29,142.769660000
30,151.212657000
31,147.631243000
32,138.031324000
33,138.266487000
34,148.202569000
35,137.907586000
36,139.486455000
37,147.592784000
38,143.317875000
39,137.915063000
40,139.248586000
41,137.522753000
42,137.852163000
43,140.792369000
44,139.574855000
45,144.258302000
46,139.496241000
47,139.258192000
48,139.606507000
49,138.546037000
50,139.179923000
51,138.875383000
52,141.398629000
53,140.266885000
54,141.218100000
55,140.146621000
56,140.598247000
57,140.146708000
58,144.421828000
59,143.602914000
60,138.623206000
61,139.988545000
62,139.661886000
63,143.973583000
64,141.361430000
65,142.106788000
66,142.946718000
67,139.779000000
68,141.205928000
69,139.553995000
70,140.231464000
71,142.977465000
72,140.631910000
73,141.453834000
74,140.407387000
75,139.622289000
76,139.330485000
77,140.494555000
78,139.732141000
79,138.985298000
80,140.184318000
81,139.468936000
82,141.473030000
83,139.352455000
84,139.722162000
85,139.535763000
86,140.217053000
87,140.756353000
88,140.252347000
89,139.031632000
90,139.487497000
91,141.549890000
92,140.105641000
93,141.841168000
94,148.830129000
95,144.286534000
96,141.159066000
97,141.295724000
98,140.716879000
99,146.343705000
100,141.905001000
101,148.776622000
102,140.823388000
103,141.894047000
104,141.662601000
105,143.133428000
106,141.313363000
107,142.618685000
108,142.549289000
109,143.041128000
110,141.369208000
111,141.787872000
112,141.393751000
113,139.512327000
114,141.405743000
115,141.885989000
116,140.154235000
117,140.361214000
118,141.902813000
119,141.715977000
120,139.231405000
121,139.759584000
122,138.603278000
123,140.923210000
124,138.863924000
125,140.528504000
126,142.691130000
127,141.742840000
128,143.002208000
129,145.606686000
130,144.907182000
131,139.674811000
132,139.235361000
133,139.441042000
134,142.368262000
135,144.251039000
136,145.257083000
137,141.169701000
138,141.066049000
139,143.480089000
140,141.228021000
141,140.790477000
142,139.372574000
143,143.630845000
144,143.436180000
145,140.215938000
146,142.409154000
147,140.950156000
148,138.310033000
149,138.593575000
150,139.779123000
151,139.794416000
152,139.720362000
153,141.940533000
154,143.492958000
155,139.049086000
156,139.457900000
157,138.991167000
158,142.185825000
159,139.470060000
160,140.478719000
161,140.556381000
162,141.144756000
163,138.893936000
164,139.692115000
165,142.386672000
166,138.463518000
167,142.402446000
168,139.945193000
169,137.026025000
170,140.622330000
171,139.724558000
172,143.666132000
173,138.771309000
174,139.734026000
175,142.404786000
176,138.162060000
177,144.360110000
178,139.279090000
179,138.662111000
180,141.354998000
181,142.265894000
182,146.074825000
183,140.326921000
184,143.884933000
185,139.826850000
186,140.811316000
187,139.725229000
188,138.680274000
189,142.581530000
190,139.612317000
191,140.468381000
192,140.271856000
193,140.646474000
194,139.331415000
195,139.895458000
196,141.821095000
197,140.146731000
198,141.635160000
199,139.266261000
200,145.222169000
