Run,Total_H_per_s,NumDevices,SpeedLines
594,9159000000.000,1,"Speed.#1.........: 9159.0 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
595,9155200000.000,1,"Speed.#1.........: 9155.2 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
596,9156900000.000,1,"Speed.#1.........: 9156.9 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
597,9152900000.000,1,"Speed.#1.........: 9152.9 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
598,9158200000.000,1,"Speed.#1.........: 9158.2 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
599,9145800000.000,1,"Speed.#1.........: 9145.8 MH/s (76.47ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
600,9154100000.000,1,"Speed.#1.........: 9154.1 MH/s (76.46ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
601,9147100000.000,1,"Speed.#1.........: 9147.1 MH/s (76.51ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
602,9153900000.000,1,"Speed.#1.........: 9153.9 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
603,9153100000.000,1,"Speed.#1.........: 9153.1 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
604,9150300000.000,1,"Speed.#1.........: 9150.3 MH/s (76.50ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
605,9158200000.000,1,"Speed.#1.........: 9158.2 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
606,9156700000.000,1,"Speed.#1.........: 9156.7 MH/s (76.45ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
607,9152000000.000,1,"Speed.#1.........: 9152.0 MH/s (76.48ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
608,9154900000.000,1,"Speed.#1.........: 9154.9 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
609,9159700000.000,1,"Speed.#1.........: 9159.7 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
610,9160900000.000,1,"Speed.#1.........: 9160.9 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
611,9154100000.000,1,"Speed.#1.........: 9154.1 MH/s (76.48ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
612,9159300000.000,1,"Speed.#1.........: 9159.3 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
613,9160400000.000,1,"Speed.#1.........: 9160.4 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
614,9162200000.000,1,"Speed.#1.........: 9162.2 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
615,9156300000.000,1,"Speed.#1.........: 9156.3 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
616,9163800000.000,1,"Speed.#1.........: 9163.8 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
617,9156700000.000,1,"Speed.#1.........: 9156.7 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
618,9154300000.000,1,"Speed.#1.........: 9154.3 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
619,9156600000.000,1,"Speed.#1.........: 9156.6 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
620,9157800000.000,1,"Speed.#1.........: 9157.8 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
621,9148700000.000,1,"Speed.#1.........: 9148.7 MH/s (76.51ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
622,9154900000.000,1,"Speed.#1.........: 9154.9 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
623,9154400000.000,1,"Speed.#1.........: 9154.4 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
624,9156200000.000,1,"Speed.#1.........: 9156.2 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
625,9159900000.000,1,"Speed.#1.........: 9159.9 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
626,9158900000.000,1,"Speed.#1.........: 9158.9 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
627,9160200000.000,1,"Speed.#1.........: 9160.2 MH/s (76.53ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
628,9167900000.000,1,"Speed.#1.........: 9167.9 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
629,9156200000.000,1,"Speed.#1.........: 9156.2 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
630,9169300000.000,1,"Speed.#1.........: 9169.3 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
631,9159900000.000,1,"Speed.#1.........: 9159.9 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
632,9159200000.000,1,"Speed.#1.........: 9159.2 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
633,9156800000.000,1,"Speed.#1.........: 9156.8 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
634,9151000000.000,1,"Speed.#1.........: 9151.0 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
635,9155700000.000,1,"Speed.#1.........: 9155.7 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
636,9156300000.000,1,"Speed.#1.........: 9156.3 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
637,9157500000.000,1,"Speed.#1.........: 9157.5 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
638,9159000000.000,1,"Speed.#1.........: 9159.0 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
639,9158700000.000,1,"Speed.#1.........: 9158.7 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
640,9153300000.000,1,"Speed.#1.........: 9153.3 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
641,9158000000.000,1,"Speed.#1.........: 9158.0 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
642,9162000000.000,1,"Speed.#1.........: 9162.0 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
643,9155500000.000,1,"Speed.#1.........: 9155.5 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
644,9151600000.000,1,"Speed.#1.........: 9151.6 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
645,9150400000.000,1,"Speed.#1.........: 9150.4 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
646,9150100000.000,1,"Speed.#1.........: 9150.1 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
647,9151400000.000,1,"Speed.#1.........: 9151.4 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
648,9146200000.000,1,"Speed.#1.........: 9146.2 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
649,9151000000.000,1,"Speed.#1.........: 9151.0 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
650,9152500000.000,1,"Speed.#1.........: 9152.5 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
651,9151100000.000,1,"Speed.#1.........: 9151.1 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
652,9152000000.000,1,"Speed.#1.........: 9152.0 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
653,9149900000.000,1,"Speed.#1.........: 9149.9 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
654,9146500000.000,1,"Speed.#1.........: 9146.5 MH/s (76.54ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
655,9149500000.000,1,"Speed.#1.........: 9149.5 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
656,9147800000.000,1,"Speed.#1.........: 9147.8 MH/s (76.53ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
657,9155200000.000,1,"Speed.#1.........: 9155.2 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
658,9150500000.000,1,"Speed.#1.........: 9150.5 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
659,9153400000.000,1,"Speed.#1.........: 9153.4 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
660,9149200000.000,1,"Speed.#1.........: 9149.2 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
661,9156200000.000,1,"Speed.#1.........: 9156.2 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
662,9152900000.000,1,"Speed.#1.........: 9152.9 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
663,9138600000.000,1,"Speed.#1.........: 9138.6 MH/s (76.56ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
664,9155300000.000,1,"Speed.#1.........: 9155.3 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
665,9154600000.000,1,"Speed.#1.........: 9154.6 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
666,9158300000.000,1,"Speed.#1.........: 9158.3 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
667,9152500000.000,1,"Speed.#1.........: 9152.5 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
668,9152900000.000,1,"Speed.#1.........: 9152.9 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
669,9152200000.000,1,"Speed.#1.........: 9152.2 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
670,9156800000.000,1,"Speed.#1.........: 9156.8 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
671,9151100000.000,1,"Speed.#1.........: 9151.1 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
672,9149000000.000,1,"Speed.#1.........: 9149.0 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
673,9153100000.000,1,"Speed.#1.........: 9153.1 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
674,9152700000.000,1,"Speed.#1.........: 9152.7 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
675,9134500000.000,1,"Speed.#1.........: 9134.5 MH/s (76.56ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
676,9144700000.000,1,"Speed.#1.........: 9144.7 MH/s (76.54ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
677,9146300000.000,1,"Speed.#1.........: 9146.3 MH/s (76.54ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
678,9148200000.000,1,"Speed.#1.........: 9148.2 MH/s (76.53ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
679,9149100000.000,1,"Speed.#1.........: 9149.1 MH/s (76.54ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
680,9144700000.000,1,"Speed.#1.........: 9144.7 MH/s (76.55ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
681,9146800000.000,1,"Speed.#1.........: 9146.8 MH/s (76.54ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
682,9150300000.000,1,"Speed.#1.........: 9150.3 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
683,9150700000.000,1,"Speed.#1.........: 9150.7 MH/s (76.52ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
684,9156900000.000,1,"Speed.#1.........: 9156.9 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
685,9152700000.000,1,"Speed.#1.........: 9152.7 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
686,9158200000.000,1,"Speed.#1.........: 9158.2 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
687,9156100000.000,1,"Speed.#1.........: 9156.1 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
688,9153500000.000,1,"Speed.#1.........: 9153.5 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
689,9152400000.000,1,"Speed.#1.........: 9152.4 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
690,9155400000.000,1,"Speed.#1.........: 9155.4 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
691,9150500000.000,1,"Speed.#1.........: 9150.5 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
692,9155500000.000,1,"Speed.#1.........: 9155.5 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
693,9146900000.000,1,"Speed.#1.........: 9146.9 MH/s (76.55ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
694,9157400000.000,1,"Speed.#1.........: 9157.4 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
695,9154900000.000,1,"Speed.#1.........: 9154.9 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
696,9153200000.000,1,"Speed.#1.........: 9153.2 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
697,9152000000.000,1,"Speed.#1.........: 9152.0 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
698,9151300000.000,1,"Speed.#1.........: 9151.3 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
699,9146600000.000,1,"Speed.#1.........: 9146.6 MH/s (76.56ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
700,9151300000.000,1,"Speed.#1.........: 9151.3 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
701,9156400000.000,1,"Speed.#1.........: 9156.4 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
702,9155000000.000,1,"Speed.#1.........: 9155.0 MH/s (76.50ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
703,9153800000.000,1,"Speed.#1.........: 9153.8 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
704,9150300000.000,1,"Speed.#1.........: 9150.3 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
705,9155500000.000,1,"Speed.#1.........: 9155.5 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
706,9156400000.000,1,"Speed.#1.........: 9156.4 MH/s (76.53ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
707,9148800000.000,1,"Speed.#1.........: 9148.8 MH/s (76.52ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
708,9165000000.000,1,"Speed.#1.........: 9165.0 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
709,9169000000.000,1,"Speed.#1.........: 9169.0 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
710,9159100000.000,1,"Speed.#1.........: 9159.1 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
711,9160300000.000,1,"Speed.#1.........: 9160.3 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
712,9156900000.000,1,"Speed.#1.........: 9156.9 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
713,9152700000.000,1,"Speed.#1.........: 9152.7 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
714,9160100000.000,1,"Speed.#1.........: 9160.1 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
715,9160100000.000,1,"Speed.#1.........: 9160.1 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
716,9155900000.000,1,"Speed.#1.........: 9155.9 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
717,9153400000.000,1,"Speed.#1.........: 9153.4 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
718,9157600000.000,1,"Speed.#1.........: 9157.6 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
719,9154400000.000,1,"Speed.#1.........: 9154.4 MH/s (76.50ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
720,9149700000.000,1,"Speed.#1.........: 9149.7 MH/s (76.51ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
721,9154400000.000,1,"Speed.#1.........: 9154.4 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
722,9146300000.000,1,"Speed.#1.........: 9146.3 MH/s (76.53ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
723,9154100000.000,1,"Speed.#1.........: 9154.1 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
724,9153700000.000,1,"Speed.#1.........: 9153.7 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
725,9148500000.000,1,"Speed.#1.........: 9148.5 MH/s (76.54ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
726,9151300000.000,1,"Speed.#1.........: 9151.3 MH/s (76.50ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
727,9154200000.000,1,"Speed.#1.........: 9154.2 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
728,9156500000.000,1,"Speed.#1.........: 9156.5 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
729,9160100000.000,1,"Speed.#1.........: 9160.1 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
730,9157800000.000,1,"Speed.#1.........: 9157.8 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
731,9154900000.000,1,"Speed.#1.........: 9154.9 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
732,9157000000.000,1,"Speed.#1.........: 9157.0 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
733,9153900000.000,1,"Speed.#1.........: 9153.9 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
734,9153300000.000,1,"Speed.#1.........: 9153.3 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
735,9153400000.000,1,"Speed.#1.........: 9153.4 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
736,9134700000.000,1,"Speed.#1.........: 9134.7 MH/s (76.57ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
737,9153000000.000,1,"Speed.#1.........: 9153.0 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
738,9157500000.000,1,"Speed.#1.........: 9157.5 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
739,9153400000.000,1,"Speed.#1.........: 9153.4 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
740,9155400000.000,1,"Speed.#1.........: 9155.4 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
741,9156600000.000,1,"Speed.#1.........: 9156.6 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
742,9156700000.000,1,"Speed.#1.........: 9156.7 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
743,9155100000.000,1,"Speed.#1.........: 9155.1 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
744,9163100000.000,1,"Speed.#1.........: 9163.1 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
745,9160300000.000,1,"Speed.#1.........: 9160.3 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
746,9162100000.000,1,"Speed.#1.........: 9162.1 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
747,9160200000.000,1,"Speed.#1.........: 9160.2 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
748,9158900000.000,1,"Speed.#1.........: 9158.9 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
749,9156600000.000,1,"Speed.#1.........: 9156.6 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
750,9155200000.000,1,"Speed.#1.........: 9155.2 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
751,9154500000.000,1,"Speed.#1.........: 9154.5 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
752,9153500000.000,1,"Speed.#1.........: 9153.5 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
753,9155600000.000,1,"Speed.#1.........: 9155.6 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
754,9156500000.000,1,"Speed.#1.........: 9156.5 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
755,9151500000.000,1,"Speed.#1.........: 9151.5 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
756,9150800000.000,1,"Speed.#1.........: 9150.8 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
757,9157400000.000,1,"Speed.#1.........: 9157.4 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
758,9154100000.000,1,"Speed.#1.........: 9154.1 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
759,9156000000.000,1,"Speed.#1.........: 9156.0 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
760,9151400000.000,1,"Speed.#1.........: 9151.4 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
761,9153000000.000,1,"Speed.#1.........: 9153.0 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
762,9155500000.000,1,"Speed.#1.........: 9155.5 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
763,9163300000.000,1,"Speed.#1.........: 9163.3 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
764,9157500000.000,1,"Speed.#1.........: 9157.5 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
765,9155600000.000,1,"Speed.#1.........: 9155.6 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
766,9151700000.000,1,"Speed.#1.........: 9151.7 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
767,9148800000.000,1,"Speed.#1.........: 9148.8 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
768,9145700000.000,1,"Speed.#1.........: 9145.7 MH/s (76.53ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
769,9150900000.000,1,"Speed.#1.........: 9150.9 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
770,9151000000.000,1,"Speed.#1.........: 9151.0 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
771,9158600000.000,1,"Speed.#1.........: 9158.6 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
772,9153800000.000,1,"Speed.#1.........: 9153.8 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
773,9154200000.000,1,"Speed.#1.........: 9154.2 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
774,9157200000.000,1,"Speed.#1.........: 9157.2 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
775,9156600000.000,1,"Speed.#1.........: 9156.6 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
776,9153300000.000,1,"Speed.#1.........: 9153.3 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
777,9154300000.000,1,"Speed.#1.........: 9154.3 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
778,9135900000.000,1,"Speed.#1.........: 9135.9 MH/s (76.56ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
779,9147100000.000,1,"Speed.#1.........: 9147.1 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
780,9155700000.000,1,"Speed.#1.........: 9155.7 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
781,9155500000.000,1,"Speed.#1.........: 9155.5 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
782,9152200000.000,1,"Speed.#1.........: 9152.2 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
783,9154400000.000,1,"Speed.#1.........: 9154.4 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
784,9135500000.000,1,"Speed.#1.........: 9135.5 MH/s (76.55ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
785,9156400000.000,1,"Speed.#1.........: 9156.4 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
786,9153700000.000,1,"Speed.#1.........: 9153.7 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
787,9161900000.000,1,"Speed.#1.........: 9161.9 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
788,9161600000.000,1,"Speed.#1.........: 9161.6 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
789,9157300000.000,1,"Speed.#1.........: 9157.3 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
790,9160300000.000,1,"Speed.#1.........: 9160.3 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
791,9159300000.000,1,"Speed.#1.........: 9159.3 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
792,9156800000.000,1,"Speed.#1.........: 9156.8 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
793,9157200000.000,1,"Speed.#1.........: 9157.2 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
794,9148400000.000,1,"Speed.#1.........: 9148.4 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
795,9159100000.000,1,"Speed.#1.........: 9159.1 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
796,9157500000.000,1,"Speed.#1.........: 9157.5 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
797,9154400000.000,1,"Speed.#1.........: 9154.4 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
798,9148300000.000,1,"Speed.#1.........: 9148.3 MH/s (76.52ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
799,9155900000.000,1,"Speed.#1.........: 9155.9 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
800,9151400000.000,1,"Speed.#1.........: 9151.4 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
801,9158200000.000,1,"Speed.#1.........: 9158.2 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
802,9157200000.000,1,"Speed.#1.........: 9157.2 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
803,9159700000.000,1,"Speed.#1.........: 9159.7 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
804,9158000000.000,1,"Speed.#1.........: 9158.0 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
