Run,Total_H_per_s,NumDevices,SpeedLines
805,9156400000.000,1,"Speed.#1.........: 9156.4 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
806,9153200000.000,1,"Speed.#1.........: 9153.2 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
807,9155500000.000,1,"Speed.#1.........: 9155.5 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
808,9158000000.000,1,"Speed.#1.........: 9158.0 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
809,9148900000.000,1,"Speed.#1.........: 9148.9 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
810,9155600000.000,1,"Speed.#1.........: 9155.6 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
811,9155800000.000,1,"Speed.#1.........: 9155.8 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
812,9153000000.000,1,"Speed.#1.........: 9153.0 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
813,9156800000.000,1,"Speed.#1.........: 9156.8 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
814,9154100000.000,1,"Speed.#1.........: 9154.1 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
815,9160500000.000,1,"Speed.#1.........: 9160.5 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
816,9155300000.000,1,"Speed.#1.........: 9155.3 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
817,9152000000.000,1,"Speed.#1.........: 9152.0 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
818,9160300000.000,1,"Speed.#1.........: 9160.3 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
819,9153500000.000,1,"Speed.#1.........: 9153.5 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
820,9152500000.000,1,"Speed.#1.........: 9152.5 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
821,9152900000.000,1,"Speed.#1.........: 9152.9 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
822,9154200000.000,1,"Speed.#1.........: 9154.2 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
823,9162400000.000,1,"Speed.#1.........: 9162.4 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
824,9151000000.000,1,"Speed.#1.........: 9151.0 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
825,9155300000.000,1,"Speed.#1.........: 9155.3 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
826,9133100000.000,1,"Speed.#1.........: 9133.1 MH/s (76.56ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
827,9153500000.000,1,"Speed.#1.........: 9153.5 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
828,9160100000.000,1,"Speed.#1.........: 9160.1 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
829,9156800000.000,1,"Speed.#1.........: 9156.8 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
830,9160900000.000,1,"Speed.#1.........: 9160.9 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
831,9154000000.000,1,"Speed.#1.........: 9154.0 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
832,9152600000.000,1,"Speed.#1.........: 9152.6 MH/s (76.49ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
833,9154700000.000,1,"Speed.#1.........: 9154.7 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
834,9156600000.000,1,"Speed.#1.........: 9156.6 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
835,9157200000.000,1,"Speed.#1.........: 9157.2 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
836,9148100000.000,1,"Speed.#1.........: 9148.1 MH/s (76.52ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
837,9155100000.000,1,"Speed.#1.........: 9155.1 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
838,9157800000.000,1,"Speed.#1.........: 9157.8 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
839,9157200000.000,1,"Speed.#1.........: 9157.2 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
840,9156200000.000,1,"Speed.#1.........: 9156.2 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
841,9151300000.000,1,"Speed.#1.........: 9151.3 MH/s (76.51ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
842,9159600000.000,1,"Speed.#1.........: 9159.6 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
843,9157200000.000,1,"Speed.#1.........: 9157.2 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
844,9141800000.000,1,"Speed.#1.........: 9141.8 MH/s (76.50ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
845,9153600000.000,1,"Speed.#1.........: 9153.6 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
846,9156100000.000,1,"Speed.#1.........: 9156.1 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
847,9155500000.000,1,"Speed.#1.........: 9155.5 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
848,9159200000.000,1,"Speed.#1.........: 9159.2 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
849,9161400000.000,1,"Speed.#1.........: 9161.4 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
850,9162600000.000,1,"Speed.#1.........: 9162.6 MH/s (76.41ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
851,9161800000.000,1,"Speed.#1.........: 9161.8 MH/s (76.41ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
852,9159400000.000,1,"Speed.#1.........: 9159.4 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
853,9156000000.000,1,"Speed.#1.........: 9156.0 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
854,9155000000.000,1,"Speed.#1.........: 9155.0 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
855,9157000000.000,1,"Speed.#1.........: 9157.0 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
856,9146500000.000,1,"Speed.#1.........: 9146.5 MH/s (76.51ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
857,9161100000.000,1,"Speed.#1.........: 9161.1 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
858,9156500000.000,1,"Speed.#1.........: 9156.5 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
859,9163400000.000,1,"Speed.#1.........: 9163.4 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
860,9150800000.000,1,"Speed.#1.........: 9150.8 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
861,9160200000.000,1,"Speed.#1.........: 9160.2 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
862,9156400000.000,1,"Speed.#1.........: 9156.4 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
863,9159600000.000,1,"Speed.#1.........: 9159.6 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
864,9139500000.000,1,"Speed.#1.........: 9139.5 MH/s (76.51ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
865,9155200000.000,1,"Speed.#1.........: 9155.2 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
866,9152900000.000,1,"Speed.#1.........: 9152.9 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
867,9149400000.000,1,"Speed.#1.........: 9149.4 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
868,9150400000.000,1,"Speed.#1.........: 9150.4 MH/s (76.51ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
869,9152800000.000,1,"Speed.#1.........: 9152.8 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
870,9157900000.000,1,"Speed.#1.........: 9157.9 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
871,9151300000.000,1,"Speed.#1.........: 9151.3 MH/s (76.49ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
872,9155400000.000,1,"Speed.#1.........: 9155.4 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
873,9157000000.000,1,"Speed.#1.........: 9157.0 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
874,9155100000.000,1,"Speed.#1.........: 9155.1 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
875,9160900000.000,1,"Speed.#1.........: 9160.9 MH/s (76.51ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
876,9148000000.000,1,"Speed.#1.........: 9148.0 MH/s (76.52ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
877,9152400000.000,1,"Speed.#1.........: 9152.4 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
878,9156800000.000,1,"Speed.#1.........: 9156.8 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
879,9159600000.000,1,"Speed.#1.........: 9159.6 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
880,9154600000.000,1,"Speed.#1.........: 9154.6 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
881,9158800000.000,1,"Speed.#1.........: 9158.8 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
882,9150900000.000,1,"Speed.#1.........: 9150.9 MH/s (76.52ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
883,9156600000.000,1,"Speed.#1.........: 9156.6 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
884,9157600000.000,1,"Speed.#1.........: 9157.6 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
885,9159000000.000,1,"Speed.#1.........: 9159.0 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
886,9158000000.000,1,"Speed.#1.........: 9158.0 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
887,9157400000.000,1,"Speed.#1.........: 9157.4 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
888,9155700000.000,1,"Speed.#1.........: 9155.7 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
889,9158000000.000,1,"Speed.#1.........: 9158.0 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
890,9153700000.000,1,"Speed.#1.........: 9153.7 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
891,9161100000.000,1,"Speed.#1.........: 9161.1 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
892,9158700000.000,1,"Speed.#1.........: 9158.7 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
893,9156300000.000,1,"Speed.#1.........: 9156.3 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
894,9159400000.000,1,"Speed.#1.........: 9159.4 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
895,9161600000.000,1,"Speed.#1.........: 9161.6 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
896,9161100000.000,1,"Speed.#1.........: 9161.1 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
897,9160000000.000,1,"Speed.#1.........: 9160.0 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
898,9164500000.000,1,"Speed.#1.........: 9164.5 MH/s (76.41ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
899,9161200000.000,1,"Speed.#1.........: 9161.2 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
900,9155200000.000,1,"Speed.#1.........: 9155.2 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
901,9157800000.000,1,"Speed.#1.........: 9157.8 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
902,9161100000.000,1,"Speed.#1.........: 9161.1 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
903,9152200000.000,1,"Speed.#1.........: 9152.2 MH/s (76.51ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
904,9154900000.000,1,"Speed.#1.........: 9154.9 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
905,9158900000.000,1,"Speed.#1.........: 9158.9 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
906,9167600000.000,1,"Speed.#1.........: 9167.6 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
907,9165500000.000,1,"Speed.#1.........: 9165.5 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
908,9158700000.000,1,"Speed.#1.........: 9158.7 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
909,9155700000.000,1,"Speed.#1.........: 9155.7 MH/s (76.51ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
910,9159400000.000,1,"Speed.#1.........: 9159.4 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
911,9165500000.000,1,"Speed.#1.........: 9165.5 MH/s (76.41ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
912,9154400000.000,1,"Speed.#1.........: 9154.4 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
913,9155800000.000,1,"Speed.#1.........: 9155.8 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
914,9155800000.000,1,"Speed.#1.........: 9155.8 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
915,9158800000.000,1,"Speed.#1.........: 9158.8 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
916,9156800000.000,1,"Speed.#1.........: 9156.8 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
917,9156900000.000,1,"Speed.#1.........: 9156.9 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
918,9163000000.000,1,"Speed.#1.........: 9163.0 MH/s (76.41ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
919,9165800000.000,1,"Speed.#1.........: 9165.8 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
920,9160700000.000,1,"Speed.#1.........: 9160.7 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
921,9166600000.000,1,"Speed.#1.........: 9166.6 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
922,9164600000.000,1,"Speed.#1.........: 9164.6 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
923,9157200000.000,1,"Speed.#1.........: 9157.2 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
924,9160800000.000,1,"Speed.#1.........: 9160.8 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
925,9157800000.000,1,"Speed.#1.........: 9157.8 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
926,9158000000.000,1,"Speed.#1.........: 9158.0 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
927,9160000000.000,1,"Speed.#1.........: 9160.0 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
928,9161100000.000,1,"Speed.#1.........: 9161.1 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
929,9163400000.000,1,"Speed.#1.........: 9163.4 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
930,9157500000.000,1,"Speed.#1.........: 9157.5 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
931,9156700000.000,1,"Speed.#1.........: 9156.7 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
932,9156500000.000,1,"Speed.#1.........: 9156.5 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
933,9160200000.000,1,"Speed.#1.........: 9160.2 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
934,9157800000.000,1,"Speed.#1.........: 9157.8 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
935,9159600000.000,1,"Speed.#1.........: 9159.6 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
936,9165900000.000,1,"Speed.#1.........: 9165.9 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
937,9155400000.000,1,"Speed.#1.........: 9155.4 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
938,9153800000.000,1,"Speed.#1.........: 9153.8 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
939,9155100000.000,1,"Speed.#1.........: 9155.1 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
940,9154300000.000,1,"Speed.#1.........: 9154.3 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
941,9157300000.000,1,"Speed.#1.........: 9157.3 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
942,9156200000.000,1,"Speed.#1.........: 9156.2 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
943,9159300000.000,1,"Speed.#1.........: 9159.3 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
944,9159400000.000,1,"Speed.#1.........: 9159.4 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
945,9153400000.000,1,"Speed.#1.........: 9153.4 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
946,9157500000.000,1,"Speed.#1.........: 9157.5 MH/s (76.49ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
947,9158800000.000,1,"Speed.#1.........: 9158.8 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
948,9145600000.000,1,"Speed.#1.........: 9145.6 MH/s (76.49ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
949,9158300000.000,1,"Speed.#1.........: 9158.3 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
950,9157300000.000,1,"Speed.#1.........: 9157.3 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
951,9155300000.000,1,"Speed.#1.........: 9155.3 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
952,9156700000.000,1,"Speed.#1.........: 9156.7 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
953,9160000000.000,1,"Speed.#1.........: 9160.0 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
954,9160300000.000,1,"Speed.#1.........: 9160.3 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
955,9159700000.000,1,"Speed.#1.........: 9159.7 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
956,9161300000.000,1,"Speed.#1.........: 9161.3 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
957,9152000000.000,1,"Speed.#1.........: 9152.0 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
958,9153800000.000,1,"Speed.#1.........: 9153.8 MH/s (76.50ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
959,9163100000.000,1,"Speed.#1.........: 9163.1 MH/s (76.40ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
960,9163400000.000,1,"Speed.#1.........: 9163.4 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
961,9163300000.000,1,"Speed.#1.........: 9163.3 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
962,9165900000.000,1,"Speed.#1.........: 9165.9 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
963,9162500000.000,1,"Speed.#1.........: 9162.5 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
964,9162000000.000,1,"Speed.#1.........: 9162.0 MH/s (76.41ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
965,9146700000.000,1,"Speed.#1.........: 9146.7 MH/s (76.44ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
966,9165100000.000,1,"Speed.#1.........: 9165.1 MH/s (76.40ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
967,9162500000.000,1,"Speed.#1.........: 9162.5 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
968,9162400000.000,1,"Speed.#1.........: 9162.4 MH/s (76.41ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
969,9160300000.000,1,"Speed.#1.........: 9160.3 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
970,9163000000.000,1,"Speed.#1.........: 9163.0 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
971,9165000000.000,1,"Speed.#1.........: 9165.0 MH/s (76.41ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
972,9161200000.000,1,"Speed.#1.........: 9161.2 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
973,9151900000.000,1,"Speed.#1.........: 9151.9 MH/s (76.53ms) @ Accel:8 Loops:1024 Thr:1024 Vec:1"
974,9162800000.000,1,"Speed.#1.........: 9162.8 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
975,9156800000.000,1,"Speed.#1.........: 9156.8 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
976,9159100000.000,1,"Speed.#1.........: 9159.1 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
977,9160200000.000,1,"Speed.#1.........: 9160.2 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
978,9160900000.000,1,"Speed.#1.........: 9160.9 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
979,9161500000.000,1,"Speed.#1.........: 9161.5 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
980,9160800000.000,1,"Speed.#1.........: 9160.8 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
981,9160200000.000,1,"Speed.#1.........: 9160.2 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
982,9161700000.000,1,"Speed.#1.........: 9161.7 MH/s (76.42ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
983,9159300000.000,1,"Speed.#1.........: 9159.3 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
984,9159900000.000,1,"Speed.#1.........: 9159.9 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
985,9153800000.000,1,"Speed.#1.........: 9153.8 MH/s (76.50ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
986,9163000000.000,1,"Speed.#1.........: 9163.0 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
987,9167200000.000,1,"Speed.#1.........: 9167.2 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
988,9164700000.000,1,"Speed.#1.........: 9164.7 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
989,9163600000.000,1,"Speed.#1.........: 9163.6 MH/s (76.45ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
990,9165600000.000,1,"Speed.#1.........: 9165.6 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
991,9161700000.000,1,"Speed.#1.........: 9161.7 MH/s (76.41ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
992,9166500000.000,1,"Speed.#1.........: 9166.5 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
993,9166000000.000,1,"Speed.#1.........: 9166.0 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
994,9163000000.000,1,"Speed.#1.........: 9163.0 MH/s (76.44ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
995,9159800000.000,1,"Speed.#1.........: 9159.8 MH/s (76.43ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
996,9164900000.000,1,"Speed.#1.........: 9164.9 MH/s (76.48ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
997,9143700000.000,1,"Speed.#1.........: 9143.7 MH/s (76.54ms) @ Accel:16 Loops:512 Thr:1024 Vec:1"
998,9162900000.000,1,"Speed.#1.........: 9162.9 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
999,9165800000.000,1,"Speed.#1.........: 9165.8 MH/s (76.47ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
1000,9166300000.000,1,"Speed.#1.........: 9166.3 MH/s (76.46ms) @ Accel:16 Loops:1024 Thr:512 Vec:1"
