Run,Points,InputLen_bytes,Time_ms
173,1,14,3.658726000
174,1,14,3.683526000
175,1,14,3.727403000
176,1,14,3.783736000
177,1,14,3.698118000
178,1,14,3.817386000
179,1,14,3.713345000
180,1,14,3.862763000
181,1,14,3.722171000
182,1,14,3.675565000
183,1,14,3.655926000
184,1,14,3.748160000
185,1,14,3.657401000
186,1,14,3.674645000
187,1,14,3.676352000
188,1,14,3.674375000
189,1,14,3.758332000
190,1,14,3.679473000
191,1,14,3.665140000
192,1,14,3.629559000
193,1,14,3.650824000
194,1,14,3.631388000
195,1,14,3.681819000
196,1,14,3.680660000
197,1,14,3.640425000
198,1,14,3.675739000
199,1,14,3.611383000
200,1,14,3.649375000
201,1,14,3.658080000
202,1,14,3.642027000
203,1,14,3.662313000
204,1,14,3.706491000
205,1,14,3.614106000
206,1,14,3.667213000
207,1,14,3.632338000
208,1,14,3.670193000
209,1,14,3.690282000
210,1,14,3.651403000
211,1,14,3.786934000
212,1,14,3.729753000
213,1,14,3.656049000
214,1,14,3.658763000
215,1,14,3.648975000
216,1,14,3.637210000
217,1,14,3.610233000
218,1,14,3.648882000
219,1,14,3.665559000
220,1,14,3.645825000
221,1,14,3.647238000
222,1,14,3.632178000
223,1,14,3.632172000
224,1,14,3.640178000
225,1,14,3.683225000
226,1,14,3.643578000
227,1,14,3.580702000
228,1,14,3.609288000
229,1,14,3.610540000
230,1,14,3.752989000
231,1,14,3.680057000
232,1,14,3.676106000
233,1,14,3.604415000
234,1,14,3.655489000
235,1,14,3.660032000
236,1,14,3.594685000
237,1,14,3.668144000
238,1,14,3.609276000
239,1,14,3.580427000
240,1,14,3.562079000
241,1,14,3.590674000
242,1,14,3.585374000
243,1,14,3.628216000
244,1,14,3.597836000
245,1,14,3.594485000
246,1,14,3.601446000
247,1,14,3.694727000
248,1,14,3.644713000
249,1,14,3.594611000
250,1,14,3.663238000
251,1,14,3.835991000
252,1,14,4.060588000
253,1,14,3.662276000
254,1,14,3.604053000
255,1,14,3.611726000
256,1,14,3.587891000
257,1,14,3.639229000
258,1,14,3.629371000
259,1,14,3.672858000
260,1,14,4.141302000
261,1,14,4.303036000
262,1,14,4.328554000
263,1,14,4.286484000
264,1,14,3.865943000
265,1,14,3.643942000
266,1,14,3.874836000
267,1,14,3.670926000
268,1,14,3.710392000
269,1,14,3.677535000
270,1,14,3.675736000
271,1,14,3.617667000
272,1,14,3.660625000
273,1,14,3.629998000
274,1,14,3.686408000
275,1,14,3.667406000
276,1,14,3.654306000
277,1,14,3.643387000
278,1,14,3.656223000
279,1,14,3.918816000
280,1,14,3.883543000
281,1,14,3.786449000
282,1,14,3.623875000
283,1,14,3.727908000
284,1,14,3.649667000
285,1,14,3.663608000
286,1,14,3.652315000
287,1,14,3.663771000
288,1,14,3.642980000
289,1,14,3.624670000
290,1,14,3.694891000
291,1,14,3.784377000
292,1,14,3.682047000
293,1,14,3.690746000
294,1,14,3.690008000
295,1,14,3.675614000
296,1,14,3.611481000
297,1,14,3.632222000
298,1,14,3.607723000
299,1,14,3.602718000
300,1,14,3.575618000
301,1,14,3.611094000
302,1,14,3.618977000
303,1,14,3.584459000
304,1,14,3.628293000
305,1,14,3.746787000
306,1,14,3.612941000
307,1,14,3.662083000
308,1,14,3.639730000
309,1,14,3.659155000
310,1,14,3.656373000
311,1,14,3.739878000
312,1,14,3.630352000
313,1,14,3.631951000
314,1,14,3.630409000
315,1,14,3.654093000
316,1,14,3.690144000
317,1,14,3.656628000
318,1,14,3.638785000
319,1,14,3.611128000
320,1,14,3.628328000
321,1,14,3.635078000
322,1,14,3.853630000
323,1,14,4.203060000
324,1,14,3.676597000
325,1,14,3.640692000
326,1,14,3.616075000
327,1,14,3.735239000
328,1,14,3.969670000
329,1,14,3.812719000
330,1,14,3.669638000
331,1,14,3.791953000
332,1,14,3.745157000
333,1,14,3.624709000
334,1,14,3.623921000
335,1,14,3.643083000
336,1,14,3.614839000
337,1,14,3.706638000
338,1,14,3.588299000
339,1,14,3.642518000
340,1,14,3.609134000
341,1,14,3.651061000
342,1,14,3.582417000
343,1,14,3.615950000
344,1,14,3.800127000
345,1,14,3.701307000
346,1,14,3.602323000
347,1,14,3.576412000
348,1,14,3.590216000
349,1,14,3.587227000
350,1,14,3.599060000
351,1,14,3.641674000
352,1,14,3.637432000
353,1,14,3.973957000
354,1,14,3.828022000
355,1,14,3.882124000
356,1,14,3.759769000
357,1,14,3.635815000
358,1,14,3.627636000
359,1,14,3.665522000
360,1,14,3.691305000
361,1,14,3.655444000
362,1,14,3.687277000
363,1,14,3.635818000
364,1,14,3.637537000
365,1,14,3.647876000
366,1,14,3.623101000
367,1,14,3.660011000
368,1,14,3.824646000
369,1,14,3.595966000
370,1,14,3.690080000
371,1,14,3.627592000
372,1,14,3.658223000
373,1,14,3.707519000
374,1,14,3.705012000
375,1,14,4.002995000
376,1,14,4.080002000
377,1,14,3.827481000
378,1,14,3.876806000
379,1,14,3.622846000
380,1,14,3.590312000
381,1,14,3.636095000
382,1,14,3.613825000
383,1,14,3.598677000
384,1,14,3.635300000
385,1,14,3.702851000
386,1,14,3.744092000
387,1,14,3.667120000
388,1,14,3.632494000
389,1,14,3.797095000
390,1,14,3.606724000
391,1,14,3.627596000
392,1,14,3.697591000
393,1,14,3.655494000
394,1,14,3.626460000
395,1,14,3.612168000
396,1,14,3.810722000
397,1,14,3.671552000
398,1,14,3.615445000
399,1,14,3.651493000
400,1,14,3.617382000
401,1,14,3.632307000
402,1,14,3.615238000
403,1,14,3.620206000
404,1,14,3.637580000
405,1,14,3.642211000
406,1,14,3.721683000
407,1,14,3.649494000
408,1,14,3.639870000
409,1,14,3.620675000
410,1,14,3.686456000
411,1,14,3.701491000
412,1,14,3.729690000
413,1,14,3.657032000
414,1,14,3.617704000
415,1,14,3.650586000
416,1,14,3.612878000
417,1,14,3.555723000
418,1,14,3.604943000
419,1,14,3.636989000
420,1,14,3.618898000
421,1,14,3.637284000
422,1,14,3.700078000
423,1,14,3.760129000
424,1,14,3.643818000
425,1,14,3.612169000
426,1,14,3.602646000
427,1,14,3.578275000
428,1,14,3.756618000
429,1,14,3.681020000
430,1,14,3.647033000
431,1,14,3.736546000
432,1,14,3.738593000
433,1,14,3.646120000
434,1,14,3.623948000
435,1,14,3.606553000
436,1,14,3.626302000
437,1,14,3.632997000
438,1,14,3.891008000
439,1,14,3.974673000
440,1,14,3.617564000
441,1,14,3.717769000
442,1,14,3.648004000
443,1,14,3.610284000
444,1,14,3.643562000
445,1,14,3.661760000
446,1,14,3.688599000
447,1,14,3.663148000
448,1,14,3.606118000
449,1,14,3.638214000
450,1,14,3.720719000
451,1,14,3.617340000
452,1,14,3.777904000
453,1,14,3.612871000
454,1,14,3.625757000
455,1,14,3.917723000
456,1,14,3.622144000
457,1,14,3.659550000
458,1,14,3.711691000
459,1,14,3.694393000
460,1,14,3.766315000
461,1,14,3.677551000
462,1,14,3.641287000
463,1,14,3.695952000
464,1,14,3.911942000
465,1,14,3.633699000
466,1,14,3.630386000
467,1,14,3.571120000
468,1,14,3.760774000
469,1,14,3.610915000
470,1,14,3.610293000
471,1,14,3.693962000
472,1,14,3.610632000
473,1,14,3.585643000
474,1,14,3.615388000
475,1,14,3.603628000
476,1,14,3.608335000
477,1,14,3.590123000
478,1,14,3.525310000
479,1,14,3.626302000
480,1,14,3.682382000
481,1,14,3.654323000
482,1,14,3.632608000
483,1,14,3.617377000
484,1,14,3.634585000
485,1,14,3.572477000
486,1,14,3.645047000
487,1,14,3.649254000
488,1,14,3.675853000
489,1,14,3.611153000
490,1,14,3.670928000
491,1,14,3.590633000
492,1,14,3.592370000
493,1,14,3.716711000
494,1,14,3.656315000
495,1,14,3.611902000
496,1,14,3.600009000
497,1,14,3.613654000
498,1,14,3.603904000
499,1,14,3.639372000
500,1,14,3.593145000
501,1,14,3.647646000
502,1,14,3.606710000
503,1,14,3.564348000
504,1,14,3.640844000
505,1,14,3.615699000
506,1,14,3.588632000
507,1,14,3.642252000
508,1,14,3.569729000
509,1,14,3.653688000
510,1,14,3.675596000
511,1,14,3.649075000
512,1,14,3.757093000
513,1,14,4.384661000
514,1,14,4.334539000
515,1,14,3.991083000
516,1,14,3.752806000
517,1,14,3.772984000
518,1,14,3.740761000
519,1,14,3.683762000
520,1,14,3.638490000
521,1,14,3.692171000
522,1,14,3.611128000
523,1,14,3.615378000
524,1,14,3.599040000
525,1,14,3.569825000
526,1,14,3.666694000
527,1,14,3.638981000
528,1,14,3.590845000
529,1,14,3.615735000
530,1,14,3.615954000
531,1,14,3.644723000
532,1,14,3.639064000
533,1,14,3.601801000
534,1,14,3.591721000
535,1,14,3.720485000
536,1,14,3.615250000
537,1,14,3.656032000
538,1,14,3.643875000
539,1,14,3.611164000
540,1,14,3.714012000
541,1,14,3.651608000
542,1,14,3.602761000
543,1,14,3.623583000
544,1,14,3.664669000
545,1,14,3.643310000
546,1,14,3.646655000
547,1,14,3.634372000
548,1,14,3.647616000
549,1,14,3.606918000
550,1,14,3.629087000
551,1,14,3.640992000
552,1,14,3.679922000
553,1,14,3.585783000
554,1,14,3.605825000
555,1,14,3.633334000
556,1,14,3.639628000
557,1,14,3.643591000
558,1,14,3.613128000
559,1,14,3.681576000
560,1,14,3.687122000
561,1,14,3.633064000
562,1,14,3.619364000
563,1,14,3.760467000
564,1,14,3.654731000
565,1,14,3.685916000
566,1,14,3.674390000
567,1,14,3.614176000
568,1,14,3.726566000
569,1,14,3.649741000
570,1,14,3.643910000
571,1,14,3.628284000
572,1,14,3.651626000
573,1,14,3.603600000
574,1,14,3.652065000
575,1,14,3.672134000
576,1,14,3.695298000
577,1,14,3.620806000
578,1,14,3.611832000
579,1,14,3.653623000
580,1,14,3.639883000
581,1,14,3.656587000
582,1,14,3.720255000
583,1,14,3.594179000
584,1,14,3.595283000
585,1,14,3.651206000
586,1,14,3.631249000
587,1,14,3.630409000
588,1,14,3.593704000
589,1,14,3.584800000
590,1,14,3.591472000
591,1,14,3.589600000
592,1,14,3.670642000
593,1,14,3.669161000
594,1,14,3.574468000
595,1,14,3.592269000
596,1,14,3.722436000
597,1,14,3.675247000
598,1,14,3.580207000
599,1,14,3.672762000
600,1,14,3.603338000
601,1,14,3.722251000
602,1,14,3.622668000
603,1,14,3.594704000
604,1,14,3.670349000
605,1,14,3.736620000
606,1,14,3.640426000
607,1,14,3.641183000
608,1,14,3.666469000
609,1,14,3.638154000
610,1,14,3.649939000
611,1,14,3.690715000
612,1,14,3.638960000
613,1,14,3.646898000
614,1,14,3.682767000
615,1,14,3.617563000
616,1,14,3.582201000
617,1,14,3.735493000
618,1,14,3.761689000
619,1,14,4.080055000
620,1,14,3.787982000
621,1,14,3.653228000
622,1,14,3.625740000
623,1,14,3.619070000
624,1,14,3.607176000
625,1,14,3.944695000
626,1,14,4.000975000
627,1,14,3.585693000
628,1,14,3.628584000
629,1,14,3.626900000
630,1,14,3.593962000
631,1,14,3.744545000
632,1,14,3.624072000
633,1,14,3.909617000
634,1,14,3.967890000
635,1,14,3.618063000
636,1,14,3.650328000
637,1,14,3.682461000
638,1,14,3.585484000
639,1,14,3.621790000
640,1,14,3.509831000
641,1,14,3.706285000
642,1,14,3.936362000
643,1,14,3.587035000
644,1,14,3.624050000
645,1,14,3.758929000
646,1,14,3.664672000
647,1,14,3.584957000
648,1,14,3.614487000
649,1,14,3.662934000
650,1,14,4.080466000
651,1,14,3.777827000
652,1,14,3.678054000
653,1,14,3.754061000
654,1,14,3.693304000
655,1,14,3.668602000
656,1,14,3.621995000
657,1,14,3.649038000
658,1,14,3.950108000
659,1,14,3.744566000
660,1,14,4.252804000
661,1,14,4.119987000
662,1,14,3.646848000
663,1,14,3.612010000
664,1,14,3.611282000
665,1,14,3.622019000
666,1,14,3.761229000
667,1,14,3.623858000
668,1,14,3.652809000
669,1,14,3.589942000
670,1,14,3.651215000
671,1,14,3.670971000
672,1,14,3.612865000
673,1,14,3.585876000
674,1,14,4.141700000
675,1,14,3.938672000
676,1,14,3.602029000
677,1,14,3.594842000
678,1,14,3.602348000
679,1,14,3.608979000
680,1,14,3.629536000
681,1,14,3.588904000
682,1,14,3.728268000
683,1,14,3.965967000
684,1,14,3.640044000
685,1,14,3.656888000
686,1,14,3.707109000
687,1,14,3.627970000
688,1,14,3.671518000
689,1,14,3.644311000
690,1,14,3.787567000
691,1,14,3.975635000
692,1,14,3.594089000
693,1,14,3.630884000
694,1,14,3.621431000
695,1,14,3.644533000
696,1,14,3.643367000
697,1,14,3.643699000
698,1,14,3.718733000
699,1,14,4.008378000
700,1,14,3.637925000
701,1,14,3.628495000
702,1,14,3.771621000
703,1,14,3.754093000
704,1,14,3.595014000
705,1,14,3.793452000
706,1,14,3.613101000
707,1,14,3.949136000
708,1,14,3.734924000
709,1,14,3.635110000
710,1,14,3.609873000
711,1,14,3.625242000
712,1,14,3.656061000
713,1,14,3.762538000
714,1,14,3.642292000
715,1,14,3.929389000
716,1,14,3.752762000
717,1,14,3.621692000
718,1,14,3.703110000
719,1,14,3.631354000
720,1,14,3.652121000
721,1,14,3.638257000
722,1,14,3.623684000
723,1,14,3.958675000
724,1,14,3.755806000
725,1,14,3.617515000
726,1,14,3.618553000
727,1,14,3.596530000
728,1,14,3.768095000
729,1,14,3.583802000
730,1,14,3.629284000
731,1,14,3.767152000
732,1,14,4.144742000
733,1,14,3.640718000
734,1,14,3.645401000
735,1,14,3.663201000
736,1,14,3.635019000
737,1,14,3.697481000
738,1,14,3.601690000
739,1,14,3.853174000
740,1,14,3.996199000
741,1,14,3.696073000
742,1,14,3.642555000
743,1,14,3.761978000
744,1,14,3.631478000
745,1,14,3.646654000
746,1,14,3.614161000
747,1,14,3.689569000
748,1,14,3.962024000
749,1,14,3.818726000
750,1,14,3.751601000
751,1,14,3.703389000
752,1,14,3.630424000
753,1,14,3.569854000
754,1,14,3.626909000
755,1,14,3.603937000
756,1,14,3.958388000
757,1,14,3.700952000
758,1,14,3.628918000
759,1,14,3.717230000
760,1,14,3.995617000
761,1,14,3.652655000
762,1,14,3.651224000
763,1,14,3.629717000
764,1,14,4.035700000
765,1,14,4.187356000
766,1,14,3.805135000
767,1,14,3.649765000
768,1,14,3.637261000
769,1,14,3.602081000
770,1,14,3.653058000
771,1,14,3.604030000
772,1,14,4.019319000
773,1,14,4.173558000
774,1,14,3.947982000
775,1,14,4.003209000
776,1,14,3.654262000
777,1,14,3.621403000
778,1,14,3.629848000
779,1,14,3.610508000
780,1,14,4.139814000
781,1,14,3.791711000
782,1,14,3.731144000
783,1,14,3.760202000
784,1,14,3.861338000
785,1,14,3.681516000
786,1,14,3.813346000
787,1,14,3.635826000
788,1,14,3.970608000
789,1,14,3.687509000
790,1,14,3.646091000
791,1,14,3.608443000
792,1,14,3.619666000
793,1,14,3.647452000
794,1,14,3.612719000
795,1,14,3.667415000
796,1,14,3.979647000
797,1,14,3.791276000
798,1,14,3.623981000
799,1,14,3.702350000
800,1,14,3.581480000
801,1,14,3.666509000
802,1,14,3.603149000
803,1,14,3.611467000
804,1,14,3.956398000
805,1,14,3.935780000
806,1,14,3.627378000
807,1,14,3.592130000
808,1,14,3.637173000
809,1,14,3.629391000
810,1,14,3.618630000
811,1,14,3.635461000
812,1,14,3.886908000
813,1,14,3.996469000
814,1,14,3.646022000
815,1,14,3.651427000
816,1,14,3.685240000
817,1,14,3.629268000
818,1,14,3.768555000
819,1,14,3.838359000
820,1,14,3.859859000
821,1,14,3.944017000
822,1,14,3.778569000
823,1,14,3.752772000
824,1,14,3.621207000
825,1,14,3.664148000
826,1,14,3.660616000
827,1,14,3.653470000
828,1,14,3.846340000
829,1,14,4.046016000
830,1,14,3.591880000
831,1,14,3.785836000
832,1,14,3.610497000
833,1,14,3.649381000
834,1,14,3.670071000
835,1,14,3.614570000
836,1,14,3.688395000
837,1,14,4.025588000
838,1,14,3.649362000
839,1,14,3.647579000
840,1,14,3.722340000
841,1,14,3.683061000
842,1,14,3.644564000
843,1,14,3.615044000
844,1,14,3.576808000
845,1,14,4.008646000
846,1,14,3.759417000
847,1,14,3.640876000
848,1,14,3.746251000
849,1,14,3.730171000
850,1,14,3.736307000
851,1,14,3.764259000
852,1,14,3.729872000
853,1,14,3.922675000
854,1,14,3.800141000
855,1,14,3.611302000
856,1,14,3.636077000
857,1,14,3.625795000
858,1,14,3.636563000
859,1,14,3.604108000
860,1,14,3.634834000
861,1,14,3.960131000
862,1,14,3.832786000
863,1,14,3.626504000
864,1,14,3.627572000
865,1,14,3.648493000
866,1,14,3.620854000
867,1,14,3.654870000
868,1,14,3.747830000
869,1,14,3.715930000
870,1,14,3.627464000
871,1,14,3.624226000
872,1,14,3.598118000
873,1,14,3.649701000
874,1,14,3.664778000
875,1,14,3.613833000
876,1,14,3.625105000
877,1,14,3.687319000
878,1,14,3.796275000
879,1,14,3.772285000
880,1,14,3.966896000
881,1,14,3.774711000
882,1,14,3.716950000
883,1,14,3.695670000
884,1,14,3.613475000
885,1,14,3.682227000
886,1,14,4.071324000
887,1,14,3.666562000
888,1,14,3.647051000
889,1,14,3.782825000
890,1,14,3.642553000
891,1,14,3.629869000
892,1,14,3.615065000
893,1,14,3.635631000
894,1,14,4.005436000
895,1,14,3.892795000
896,1,14,3.587243000
897,1,14,3.638999000
898,1,14,3.623315000
899,1,14,3.701001000
900,1,14,3.639735000
901,1,14,3.581166000
902,1,14,3.933187000
903,1,14,3.781409000
904,1,14,3.613867000
905,1,14,3.686071000
906,1,14,3.982860000
907,1,14,3.609624000
908,1,14,3.653027000
909,1,14,3.624868000
910,1,14,3.966355000
911,1,14,3.945081000
912,1,14,3.669289000
913,1,14,3.612228000
914,1,14,3.615604000
915,1,14,3.595131000
916,1,14,3.587112000
917,1,14,3.576806000
918,1,14,3.832049000
919,1,14,3.906021000
920,1,14,3.684732000
921,1,14,3.643907000
922,1,14,3.742842000
923,1,14,3.657374000
924,1,14,3.642190000
925,1,14,3.619926000
926,1,14,3.757474000
927,1,14,3.947900000
928,1,14,3.601289000
929,1,14,3.597041000
930,1,14,3.720816000
931,1,14,3.738793000
932,1,14,3.612787000
933,1,14,3.592074000
934,1,14,3.620859000
935,1,14,4.022761000
936,1,14,3.710613000
937,1,14,3.626749000
938,1,14,3.622153000
939,1,14,3.626019000
940,1,14,3.665513000
941,1,14,3.723890000
942,1,14,3.592848000
943,1,14,3.983635000
944,1,14,3.789095000
945,1,14,3.711907000
946,1,14,3.699314000
947,1,14,3.598823000
948,1,14,3.573651000
949,1,14,3.707308000
950,1,14,3.965677000
951,1,14,3.978209000
952,1,14,3.804411000
953,1,14,3.625517000
954,1,14,3.747206000
955,1,14,3.704290000
956,1,14,3.672063000
957,1,14,3.677031000
958,1,14,3.658654000
959,1,14,3.770147000
960,1,14,3.992240000
961,1,14,4.011743000
962,1,14,4.014805000
963,1,14,3.980419000
964,1,14,3.984640000
965,1,14,3.664196000
966,1,14,3.628749000
967,1,14,4.070634000
968,1,14,3.655677000
969,1,14,3.513911000
970,1,14,3.626522000
971,1,14,3.619307000
972,1,14,3.557948000
973,1,14,3.613947000
974,1,14,3.673378000
975,1,14,3.951320000
976,1,14,3.905546000
977,1,14,3.530599000
978,1,14,3.764417000
979,1,14,3.669710000
980,1,14,3.559546000
981,1,14,3.562898000
982,1,14,3.556648000
983,1,14,3.796813000
984,1,14,4.001441000
985,1,14,3.662914000
986,1,14,3.619547000
987,1,14,3.625930000
988,1,14,3.583152000
989,1,14,3.560525000
990,1,14,3.525236000
991,1,14,3.754613000
992,1,14,4.059730000
993,1,14,3.996226000
994,1,14,4.268911000
995,1,14,3.625585000
996,1,14,3.544514000
997,1,14,3.631312000
998,1,14,3.645013000
999,1,14,3.848614000
1000,1,14,4.000401000
1001,1,14,3.564413000
1002,1,14,3.536508000
1003,1,14,3.659520000
1004,1,14,3.543574000
1005,1,14,3.580202000
1006,1,14,3.582813000
1007,1,14,3.638157000
1008,1,14,3.965072000
1009,1,14,3.697354000
1010,1,14,3.670672000
1011,1,14,3.939246000
1012,1,14,3.644453000
1013,1,14,3.656948000
1014,1,14,3.513702000
1015,1,14,3.513136000
1016,1,14,4.010305000
1017,1,14,3.647115000
1018,1,14,3.564195000
1019,1,14,3.612387000
1020,1,14,3.679371000
1021,1,14,3.558497000
1022,1,14,3.545274000
1023,1,14,3.633145000
1024,1,14,3.720943000
1025,1,14,3.705469000
1026,1,14,3.645213000
1027,1,14,3.766172000
1028,1,14,3.668023000
1029,1,14,3.582057000
1030,1,14,3.708713000
1031,1,14,3.717898000
1032,1,14,3.815678000
1033,1,14,4.042465000
1034,1,14,3.502985000
1035,1,14,3.634172000
1036,1,14,3.748258000
1037,1,14,3.632883000
1038,1,14,3.634964000
1039,1,14,3.547582000
1040,1,14,3.539174000
1041,1,14,3.992065000
1042,1,14,3.692012000
1043,1,14,3.677569000
1044,1,14,3.676613000
1045,1,14,3.621399000
1046,1,14,3.484419000
1047,1,14,3.639574000
1048,1,14,3.595210000
1049,1,14,4.031973000
1050,1,14,3.701546000
1051,1,14,3.563512000
1052,1,14,3.654007000
1053,1,14,3.650986000
1054,1,14,3.554907000
1055,1,14,3.512203000
1056,1,14,3.599264000
1057,1,14,4.025939000
1058,1,14,3.974570000
1059,1,14,3.600154000
1060,1,14,3.616437000
1061,1,14,3.629910000
1062,1,14,3.546512000
1063,1,14,3.552492000
1064,1,14,3.577416000
1065,1,14,3.771618000
1066,1,14,3.993052000
1067,1,14,3.611499000
1068,1,14,3.619092000
1069,1,14,3.654838000
1070,1,14,3.623077000
1071,1,14,3.646910000
1072,1,14,3.631638000
1073,1,14,3.837623000
1074,1,14,4.044873000
1075,1,14,3.604447000
1076,1,14,3.678506000
1077,1,14,3.617739000
1078,1,14,3.634112000
1079,1,14,3.509757000
1080,1,14,3.518171000
1081,1,14,3.589945000
1082,1,14,3.943369000
1083,1,14,3.782558000
1084,1,14,3.610280000
1085,1,14,3.702680000
1086,1,14,3.623893000
1087,1,14,3.622550000
1088,1,14,3.509499000
1089,1,14,3.580420000
1090,1,14,4.043489000
1091,1,14,3.917505000
1092,1,14,3.584694000
1093,1,14,3.549369000
1094,1,14,3.620519000
1095,1,14,3.640577000
1096,1,14,3.502451000
1097,1,14,3.503465000
1098,1,14,3.726885000
1099,1,14,4.355114000
1100,1,14,4.337878000
1101,1,14,4.345493000
1102,1,14,3.924102000
1103,1,14,3.692495000
1104,1,14,3.700248000
1105,1,14,3.668113000
1106,1,14,3.621483000
1107,1,14,3.719394000
1108,1,14,3.695538000
1109,1,14,4.209839000
1110,1,14,3.567637000
1111,1,14,3.591098000
1112,1,14,3.588133000
1113,1,14,3.668730000
1114,1,14,4.006608000
1115,1,14,4.101307000
1116,1,14,3.705033000
1117,1,14,3.831190000
1118,1,14,3.632049000
1119,1,14,3.783052000
1120,1,14,3.655494000
1121,1,14,3.610826000
1122,1,14,3.931210000
1123,1,14,3.909509000
1124,1,14,3.545643000
1125,1,14,3.607738000
1126,1,14,3.675526000
1127,1,14,3.581435000
1128,1,14,3.550971000
1129,1,14,3.565647000
1130,1,14,3.913686000
1131,1,14,4.034261000
1132,1,14,3.918754000
1133,1,14,3.820571000
1134,1,14,3.810541000
1135,1,14,3.797594000
1136,1,14,3.875705000
1137,1,14,3.760761000
1138,1,14,3.956262000
1139,1,14,3.773520000
1140,1,14,3.747463000
1141,1,14,3.767067000
1142,1,14,3.809489000
1143,1,14,3.963017000
1144,1,14,3.834965000
1145,1,14,3.881008000
1146,1,14,4.157402000
1147,1,14,4.119507000
1148,1,14,3.860704000
1149,1,14,4.113914000
1150,1,14,3.818818000
