Run,Points,InputLen_bytes,Time_ms
502,3,44,3.702324000
503,3,44,3.727193000
504,3,44,3.749108000
505,3,44,3.739968000
506,3,44,4.091735000
507,3,44,3.910147000
508,3,44,3.775879000
509,3,44,3.789751000
510,3,44,3.798049000
511,3,44,3.596501000
512,3,44,3.618232000
513,3,44,3.657161000
514,3,44,4.039438000
515,3,44,3.806779000
516,3,44,3.708017000
517,3,44,3.744581000
518,3,44,3.637921000
519,3,44,3.569971000
520,3,44,3.644712000
521,3,44,3.617888000
522,3,44,3.807971000
523,3,44,3.679588000
524,3,44,3.717773000
525,3,44,3.971583000
526,3,44,3.826808000
527,3,44,3.696991000
528,3,44,3.719141000
529,3,44,3.686812000
530,3,44,3.815481000
531,3,44,3.722314000
532,3,44,3.796550000
533,3,44,3.708796000
534,3,44,3.677834000
535,3,44,3.560123000
536,3,44,3.615614000
537,3,44,3.664917000
538,3,44,4.077961000
539,3,44,3.916491000
540,3,44,3.622153000
541,3,44,3.821013000
542,3,44,3.767416000
543,3,44,3.634654000
544,3,44,3.709987000
545,3,44,3.712981000
546,3,44,4.441804000
547,3,44,3.731383000
548,3,44,3.720852000
549,3,44,3.755146000
550,3,44,3.710219000
551,3,44,3.705714000
552,3,44,3.700469000
553,3,44,3.699344000
554,3,44,3.803213000
555,3,44,3.725120000
556,3,44,3.730889000
557,3,44,3.702714000
558,3,44,3.693234000
559,3,44,3.758198000
560,3,44,3.702856000
561,3,44,3.757886000
562,3,44,3.782739000
563,3,44,3.699197000
564,3,44,3.765788000
565,3,44,3.744296000
566,3,44,3.687796000
567,3,44,3.587420000
568,3,44,4.091730000
569,3,44,4.406905000
570,3,44,3.811651000
571,3,44,3.749476000
572,3,44,3.716258000
573,3,44,3.740288000
574,3,44,3.792778000
575,3,44,3.603076000
576,3,44,3.668086000
577,3,44,3.762677000
578,3,44,3.829610000
579,3,44,3.770698000
580,3,44,3.618357000
581,3,44,3.662274000
582,3,44,3.722100000
583,3,44,3.629481000
584,3,44,3.592150000
585,3,44,3.638576000
586,3,44,3.801886000
587,3,44,3.723795000
588,3,44,3.726456000
589,3,44,3.783364000
590,3,44,4.082063000
591,3,44,3.804889000
592,3,44,3.688344000
593,3,44,3.743047000
594,3,44,4.042395000
595,3,44,4.043756000
596,3,44,3.735306000
597,3,44,3.721437000
598,3,44,3.654130000
599,3,44,3.627273000
600,3,44,3.627042000
601,3,44,3.857445000
602,3,44,4.051670000
603,3,44,3.685667000
604,3,44,3.699649000
605,3,44,3.653753000
606,3,44,3.646455000
607,3,44,3.602527000
608,3,44,3.550538000
609,3,44,5.219758000
610,3,44,4.079535000
611,3,44,3.714941000
612,3,44,3.703538000
613,3,44,3.678022000
614,3,44,3.617492000
615,3,44,3.574942000
616,3,44,3.613658000
617,3,44,3.696393000
618,3,44,4.041204000
619,3,44,3.718011000
620,3,44,3.771590000
621,3,44,3.777658000
622,3,44,3.632437000
623,3,44,3.612315000
624,3,44,3.616621000
625,3,44,3.685593000
626,3,44,3.779227000
627,3,44,3.716599000
628,3,44,3.688631000
629,3,44,3.723542000
630,3,44,3.673671000
631,3,44,3.754111000
632,3,44,3.765650000
633,3,44,3.828557000
634,3,44,4.042704000
635,3,44,3.640995000
636,3,44,4.422919000
637,3,44,3.670340000
638,3,44,3.621067000
639,3,44,3.627067000
640,3,44,3.731981000
641,3,44,3.676423000
642,3,44,3.797636000
643,3,44,3.806374000
644,3,44,3.962611000
645,3,44,3.759112000
646,3,44,3.697925000
647,3,44,3.590942000
648,3,44,3.579387000
649,3,44,3.702929000
650,3,44,4.047155000
651,3,44,3.729586000
652,3,44,3.629712000
653,3,44,3.807853000
654,3,44,3.688198000
655,3,44,3.664808000
656,3,44,3.864009000
657,3,44,3.827470000
658,3,44,4.878274000
659,3,44,3.899009000
660,3,44,3.658246000
661,3,44,3.694041000
662,3,44,3.684502000
663,3,44,3.657044000
664,3,44,3.625024000
665,3,44,4.201781000
666,3,44,3.850048000
667,3,44,3.625799000
668,3,44,3.696391000
669,3,44,3.732320000
670,3,44,3.680572000
671,3,44,3.707710000
672,3,44,3.609252000
673,3,44,3.816208000
674,3,44,3.982842000
675,3,44,3.696712000
676,3,44,3.741325000
677,3,44,3.734342000
678,3,44,3.594763000
679,3,44,3.719661000
680,3,44,3.844503000
681,3,44,4.425189000
682,3,44,3.889450000
683,3,44,3.930806000
684,3,44,3.700953000
685,3,44,3.717042000
686,3,44,3.764359000
687,3,44,3.674390000
688,3,44,4.041072000
689,3,44,3.892923000
690,3,44,3.880502000
691,3,44,3.714180000
692,3,44,3.783436000
693,3,44,3.740621000
694,3,44,3.682379000
695,3,44,3.656572000
696,3,44,3.600378000
697,3,44,4.040177000
698,3,44,3.895277000
699,3,44,3.702471000
700,3,44,3.635997000
701,3,44,3.774191000
702,3,44,3.777187000
703,3,44,3.729380000
704,3,44,3.758939000
705,3,44,4.200188000
706,3,44,3.999170000
707,3,44,3.908761000
708,3,44,3.805224000
709,3,44,3.857200000
710,3,44,4.006682000
711,3,44,3.853445000
712,3,44,3.998708000
713,3,44,4.130757000
714,3,44,3.810120000
715,3,44,4.116119000
716,3,44,3.920275000
717,3,44,3.828704000
718,3,44,3.768859000
719,3,44,3.738699000
720,3,44,4.092105000
721,3,44,3.969305000
722,3,44,3.920877000
723,3,44,3.868396000
724,3,44,3.824593000
725,3,44,3.693054000
726,3,44,3.706439000
727,3,44,3.715935000
728,3,44,4.018102000
729,3,44,3.808153000
730,3,44,3.727070000
731,3,44,3.711447000
732,3,44,3.654793000
733,3,44,3.645413000
734,3,44,3.612087000
735,3,44,3.659380000
736,3,44,3.786842000
737,3,44,3.773407000
738,3,44,3.606881000
739,3,44,3.723651000
740,3,44,3.736596000
741,3,44,3.560561000
742,3,44,3.609029000
743,3,44,3.640296000
744,3,44,3.834888000
745,3,44,3.815652000
746,3,44,3.567944000
747,3,44,3.814639000
748,3,44,3.767598000
749,3,44,3.735072000
750,3,44,3.708600000
751,3,44,3.753313000
752,3,44,3.811371000
753,3,44,3.770246000
754,3,44,3.754335000
755,3,44,3.720830000
756,3,44,3.711236000
757,3,44,3.551210000
758,3,44,5.016974000
759,3,44,3.731011000
760,3,44,4.080547000
761,3,44,3.749391000
762,3,44,3.643227000
763,3,44,3.681860000
764,3,44,3.665158000
765,3,44,3.637421000
766,3,44,3.725264000
767,3,44,3.637381000
768,3,44,3.782151000
769,3,44,3.745381000
770,3,44,3.629603000
771,3,44,3.640270000
772,3,44,3.835119000
773,3,44,3.653348000
774,3,44,3.621616000
775,3,44,3.697213000
776,3,44,4.035803000
777,3,44,3.693416000
778,3,44,3.705932000
779,3,44,3.713393000
780,3,44,3.708344000
781,3,44,3.609269000
782,3,44,3.617582000
783,3,44,4.021135000
784,3,44,3.817043000
785,3,44,3.779049000
786,3,44,3.740920000
787,3,44,3.714010000
788,3,44,3.686124000
789,3,44,3.755488000
790,3,44,3.768424000
791,3,44,3.719045000
792,3,44,4.075466000
793,3,44,3.701338000
794,3,44,3.634208000
795,3,44,3.770849000
796,3,44,3.714671000
797,3,44,3.747883000
798,3,44,3.656768000
799,3,44,3.707780000
800,3,44,3.933790000
801,3,44,3.815948000
802,3,44,3.789798000
803,3,44,3.708543000
804,3,44,3.620799000
805,3,44,3.731970000
806,3,44,3.703785000
807,3,44,3.604600000
808,3,44,3.775425000
809,3,44,3.676712000
810,3,44,3.754067000
811,3,44,3.790907000
812,3,44,3.737865000
813,3,44,3.714946000
814,3,44,3.675881000
815,3,44,3.805248000
816,3,44,4.045601000
817,3,44,3.677238000
818,3,44,3.779455000
819,3,44,3.668952000
820,3,44,3.604998000
821,3,44,3.632572000
822,3,44,3.597580000
823,3,44,3.660840000
824,3,44,4.055583000
825,3,44,3.728448000
826,3,44,3.649051000
827,3,44,3.779669000
828,3,44,3.640605000
829,3,44,3.598877000
830,3,44,3.700969000
831,3,44,3.573538000
832,3,44,3.819489000
833,3,44,3.755276000
834,3,44,3.661812000
835,3,44,3.669616000
836,3,44,3.775176000
837,3,44,3.577708000
838,3,44,3.571310000
839,3,44,3.713774000
840,3,44,3.841435000
841,3,44,3.791991000
842,3,44,3.718444000
843,3,44,3.811229000
844,3,44,3.878686000
845,3,44,3.690512000
846,3,44,3.623966000
847,3,44,4.116452000
848,3,44,4.191003000
849,3,44,5.532439000
850,3,44,3.729975000
851,3,44,3.800610000
852,3,44,3.785997000
853,3,44,3.697785000
854,3,44,3.673576000
855,3,44,4.066047000
856,3,44,4.377122000
857,3,44,3.898380000
858,3,44,3.684484000
859,3,44,3.675694000
860,3,44,3.649340000
861,3,44,3.622611000
862,3,44,3.721970000
863,3,44,4.137340000
864,3,44,3.994360000
865,3,44,3.764586000
866,3,44,3.704139000
867,3,44,3.747333000
868,3,44,3.740657000
869,3,44,3.763410000
870,3,44,3.721369000
871,3,44,5.274441000
872,3,44,3.780381000
873,3,44,3.807273000
874,3,44,3.895733000
875,3,44,3.698117000
876,3,44,3.617730000
877,3,44,3.653511000
878,3,44,3.717894000
879,3,44,3.788639000
880,3,44,3.812038000
881,3,44,3.691015000
882,3,44,3.696418000
883,3,44,3.674925000
884,3,44,3.683841000
885,3,44,3.648250000
886,3,44,3.637186000
887,3,44,4.066018000
888,3,44,3.794568000
889,3,44,3.705751000
890,3,44,3.726849000
891,3,44,3.731280000
892,3,44,3.740189000
893,3,44,4.389356000
894,3,44,4.219744000
895,3,44,3.963976000
896,3,44,5.138201000
897,3,44,3.758595000
898,3,44,3.697667000
899,3,44,3.711291000
900,3,44,3.664476000
901,3,44,3.741523000
902,3,44,3.789778000
903,3,44,4.074846000
904,3,44,3.942677000
905,3,44,3.617965000
906,3,44,3.780292000
907,3,44,3.647554000
908,3,44,3.592389000
909,3,44,3.617068000
910,3,44,3.895906000
911,3,44,4.095552000
912,3,44,3.795856000
913,3,44,3.862806000
914,3,44,3.787735000
915,3,44,3.597275000
916,3,44,3.669618000
917,3,44,3.639161000
918,3,44,3.897916000
919,3,44,3.786663000
920,3,44,3.725978000
921,3,44,3.731692000
922,3,44,3.730404000
923,3,44,3.610376000
924,3,44,3.593881000
925,3,44,3.571761000
926,3,44,3.838470000
927,3,44,4.011597000
928,3,44,3.664480000
929,3,44,3.648879000
930,3,44,3.770208000
931,3,44,3.580172000
932,3,44,5.025462000
933,3,44,3.674533000
934,3,44,3.857007000
935,3,44,3.820363000
936,3,44,3.631791000
937,3,44,3.693875000
938,3,44,3.768639000
939,3,44,3.702989000
940,3,44,4.019121000
941,3,44,3.750953000
942,3,44,3.861671000
943,3,44,4.283263000
944,3,44,3.678437000
945,3,44,3.675126000
946,3,44,3.684279000
947,3,44,3.730325000
948,3,44,3.688757000
949,3,44,3.760268000
950,3,44,4.086061000
951,3,44,3.809011000
952,3,44,3.687134000
953,3,44,3.719708000
954,3,44,3.671728000
955,3,44,3.560263000
956,3,44,3.654635000
957,3,44,3.607903000
958,3,44,3.913148000
959,3,44,3.805078000
960,3,44,3.729680000
961,3,44,3.795518000
962,3,44,3.687925000
963,3,44,3.654210000
964,3,44,3.714419000
965,3,44,3.689050000
966,3,44,3.835542000
967,3,44,3.792305000
968,3,44,5.130883000
969,3,44,3.752573000
970,3,44,3.686162000
971,3,44,5.076651000
972,3,44,3.869043000
973,3,44,3.896541000
974,3,44,4.041176000
975,3,44,3.761601000
976,3,44,3.696522000
977,3,44,3.700240000
978,3,44,3.682146000
979,3,44,3.652740000
980,3,44,3.663748000
981,3,44,3.776385000
982,3,44,5.503739000
983,3,44,3.794138000
984,3,44,3.708443000
985,3,44,3.754100000
986,3,44,3.743778000
987,3,44,3.566977000
988,3,44,3.637702000
989,3,44,3.799846000
990,3,44,4.062828000
991,3,44,3.662184000
992,3,44,3.651556000
993,3,44,4.770569000
994,3,44,4.367391000
995,3,44,4.428094000
996,3,44,4.413067000
997,3,44,4.272023000
998,3,44,3.836316000
999,3,44,3.988076000
1000,3,44,3.996268000
1001,3,44,5.180132000
1002,3,44,3.760851000
1003,3,44,4.241530000
1004,3,44,4.338187000
1005,3,44,3.923167000
1006,3,44,4.014782000
1007,3,44,3.698349000
1008,3,44,3.727107000
1009,3,44,5.120040000
1010,3,44,3.774775000
1011,3,44,3.930666000
1012,3,44,5.359482000
1013,3,44,3.721199000
1014,3,44,3.723276000
1015,3,44,3.778352000
1016,3,44,3.721945000
1017,3,44,3.798422000
1018,3,44,3.731195000
1019,3,44,4.078650000
1020,3,44,5.295653000
1021,3,44,3.826281000
1022,3,44,3.801736000
1023,3,44,3.659542000
1024,3,44,3.752544000
1025,3,44,3.753884000
1026,3,44,3.732138000
1027,3,44,4.009942000
1028,3,44,3.848479000
1029,3,44,3.674391000
1030,3,44,3.804544000
1031,3,44,3.822844000
1032,3,44,3.694180000
1033,3,44,3.761098000
1034,3,44,3.721976000
1035,3,44,4.077853000
1036,3,44,3.886915000
1037,3,44,3.791128000
1038,3,44,3.801373000
1039,3,44,3.724414000
1040,3,44,3.758419000
1041,3,44,3.724765000
1042,3,44,3.858526000
1043,3,44,4.101539000
1044,3,44,3.798862000
1045,3,44,3.723275000
1046,3,44,3.635173000
1047,3,44,3.755017000
1048,3,44,3.728501000
1049,3,44,3.728650000
1050,3,44,3.793957000
1051,3,44,4.152777000
1052,3,44,3.803604000
1053,3,44,3.760108000
1054,3,44,3.744072000
1055,3,44,3.683364000
1056,3,44,3.704061000
1057,3,44,3.701185000
1058,3,44,3.808497000
1059,3,44,4.672469000
1060,3,44,3.699065000
1061,3,44,3.595085000
1062,3,44,3.720883000
1063,3,44,3.769336000
1064,3,44,3.709536000
1065,3,44,3.807707000
1066,3,44,3.753404000
1067,3,44,3.770052000
1068,3,44,3.718429000
1069,3,44,3.739100000
1070,3,44,4.046406000
1071,3,44,3.652209000
1072,3,44,4.884416000
1073,3,44,3.765759000
1074,3,44,3.919925000
1075,3,44,3.853369000
1076,3,44,3.740439000
1077,3,44,3.724924000
1078,3,44,3.700597000
1079,3,44,3.634815000
1080,3,44,3.588729000
1081,3,44,3.692954000
1082,3,44,3.908419000
1083,3,44,3.982856000
1084,3,44,3.723281000
1085,3,44,3.651874000
1086,3,44,4.035895000
1087,3,44,3.740098000
1088,3,44,3.671789000
1089,3,44,3.620984000
1090,3,44,3.772109000
1091,3,44,3.799226000
1092,3,44,4.017140000
1093,3,44,3.954754000
1094,3,44,3.731448000
1095,3,44,3.671785000
1096,3,44,3.729593000
1097,3,44,3.606553000
1098,3,44,3.788760000
1099,3,44,4.001446000
1100,3,44,3.709210000
1101,3,44,3.731476000
1102,3,44,3.670235000
1103,3,44,3.728407000
1104,3,44,3.741691000
1105,3,44,4.702652000
1106,3,44,3.837962000
1107,3,44,4.086792000
1108,3,44,3.781061000
1109,3,44,3.757873000
1110,3,44,3.664110000
1111,3,44,3.638274000
1112,3,44,3.606322000
1113,3,44,3.600478000
1114,3,44,3.955513000
1115,3,44,3.782583000
1116,3,44,3.698993000
1117,3,44,3.693048000
1118,3,44,3.754996000
1119,3,44,3.985603000
1120,3,44,3.616206000
1121,3,44,3.685519000
1122,3,44,3.725277000
1123,3,44,3.845300000
1124,3,44,4.106911000
1125,3,44,3.777998000
1126,3,44,3.832361000
1127,3,44,3.911920000
1128,3,44,3.844416000
1129,3,44,3.784264000
1130,3,44,4.685868000
1131,3,44,3.737814000
1132,3,44,3.721322000
1133,3,44,3.771554000
1134,3,44,3.654911000
1135,3,44,3.601024000
1136,3,44,3.580255000
1137,3,44,3.691762000
1138,3,44,3.763693000
1139,3,44,3.845157000
1140,3,44,3.710922000
1141,3,44,3.735970000
1142,3,44,3.735556000
1143,3,44,3.713957000
1144,3,44,3.659892000
1145,3,44,3.810152000
1146,3,44,3.818046000
1147,3,44,3.731765000
